DATE,GAME,YEAR,HOME/VISITOR,TEAM,POINTS,RESULT,PT_DIFF,PTS ALLOWED,OPPONENT
2021-12-04,MIA @ MIL,2022,HOME,MIL,124,W,22,102,MIA
2021-12-04,MIA @ MIL,2022,VISITOR,MIA,102,L,-22,124,MIL
2021-12-04,SAS @ GSW,2022,HOME,GSW,107,L,-5,112,SAS
2021-12-04,SAS @ GSW,2022,VISITOR,SAS,112,W,5,107,GSW
2021-12-05,CHA @ ATL,2022,HOME,ATL,127,L,-3,130,CHA
2021-12-05,CHA @ ATL,2022,VISITOR,CHA,130,W,3,127,ATL
2021-12-05,NOP @ HOU,2022,HOME,HOU,118,W,10,108,NOP
2021-12-05,NOP @ HOU,2022,VISITOR,NOP,108,L,-10,118,HOU
2021-12-05,UTA @ CLE,2022,HOME,CLE,108,L,-1,109,UTA
2021-12-05,UTA @ CLE,2022,VISITOR,UTA,109,W,1,108,CLE
2021-12-05,WAS @ TOR,2022,HOME,TOR,102,W,12,90,WAS
2021-12-05,WAS @ TOR,2022,VISITOR,WAS,90,L,-12,102,TOR
2021-12-06,ATL @ MIN,2022,HOME,MIN,110,L,-11,121,ATL
2021-12-06,ATL @ MIN,2022,VISITOR,ATL,121,W,11,110,MIN
2021-12-06,CLE @ MIL,2022,HOME,MIL,112,W,8,104,CLE
2021-12-06,CLE @ MIL,2022,VISITOR,CLE,104,L,-8,112,MIL
2021-12-06,DEN @ CHI,2022,HOME,CHI,109,W,12,97,DEN
2021-12-06,DEN @ CHI,2022,VISITOR,DEN,97,L,-12,109,CHI
2021-12-06,LAC @ POR,2022,HOME,POR,90,L,-12,102,LAC
2021-12-06,LAC @ POR,2022,VISITOR,LAC,102,W,12,90,POR
2021-12-06,MEM @ MIA,2022,HOME,MIA,90,L,-15,105,MEM
2021-12-06,MEM @ MIA,2022,VISITOR,MEM,105,W,15,90,MIA
2021-12-06,OKC @ DET,2022,HOME,DET,103,L,-11,114,OKC
2021-12-06,OKC @ DET,2022,VISITOR,OKC,114,W,11,103,DET
2021-12-06,ORL @ GSW,2022,HOME,GSW,126,W,31,95,ORL
2021-12-06,ORL @ GSW,2022,VISITOR,ORL,95,L,-31,126,GSW
2021-12-06,PHI @ CHA,2022,HOME,CHA,124,L,-3,127,PHI
2021-12-06,PHI @ CHA,2022,VISITOR,PHI,127,W,3,124,CHA
2021-12-06,SAS @ PHO,2022,HOME,PHO,108,W,4,104,SAS
2021-12-06,SAS @ PHO,2022,VISITOR,SAS,104,L,-4,108,PHO
2021-12-06,WAS @ IND,2022,HOME,IND,116,W,6,110,WAS
2021-12-06,WAS @ IND,2022,VISITOR,WAS,110,L,-6,116,IND
2021-12-07,BKN @ DAL,2022,HOME,DAL,99,L,-3,102,BKN
2021-12-07,BKN @ DAL,2022,VISITOR,BKN,102,W,3,99,DAL
2021-12-07,BOS @ LAL,2022,HOME,LAL,117,W,15,102,BOS
2021-12-07,BOS @ LAL,2022,VISITOR,BOS,102,L,-15,117,LAL
2021-12-07,NYK @ SAS,2022,HOME,SAS,109,L,-12,121,NYK
2021-12-07,NYK @ SAS,2022,VISITOR,NYK,121,W,12,109,SAS
2021-12-08,BKN @ HOU,2022,HOME,HOU,114,W,10,104,BKN
2021-12-08,BKN @ HOU,2022,VISITOR,BKN,104,L,-10,114,HOU
2021-12-08,BOS @ LAC,2022,HOME,LAC,114,W,3,111,BOS
2021-12-08,BOS @ LAC,2022,VISITOR,BOS,111,L,-3,114,LAC
2021-12-08,CHI @ CLE,2022,HOME,CLE,115,W,23,92,CHI
2021-12-08,CHI @ CLE,2022,VISITOR,CHI,92,L,-23,115,CLE
2021-12-08,DAL @ MEM,2022,HOME,MEM,96,L,-8,104,DAL
2021-12-08,DAL @ MEM,2022,VISITOR,DAL,104,W,8,96,MEM
2021-12-08,DEN @ NOP,2022,HOME,NOP,114,L,-6,120,DEN
2021-12-08,DEN @ NOP,2022,VISITOR,DEN,120,W,6,114,NOP
2021-12-08,MIL @ MIA,2022,HOME,MIA,113,W,9,104,MIL
2021-12-08,MIL @ MIA,2022,VISITOR,MIL,104,L,-9,113,MIA
2021-12-08,NYK @ IND,2022,HOME,IND,122,W,20,102,NYK
2021-12-08,NYK @ IND,2022,VISITOR,NYK,102,L,-20,122,IND
2021-12-08,OKC @ TOR,2022,HOME,TOR,109,L,-1,110,OKC
2021-12-08,OKC @ TOR,2022,VISITOR,OKC,110,W,1,109,TOR
2021-12-08,ORL @ SAC,2022,HOME,SAC,142,W,12,130,ORL
2021-12-08,ORL @ SAC,2022,VISITOR,ORL,130,L,-12,142,SAC
2021-12-08,PHI @ CHA,2022,HOME,CHA,106,L,-4,110,PHI
2021-12-08,PHI @ CHA,2022,VISITOR,PHI,110,W,4,106,CHA
2021-12-08,POR @ GSW,2022,HOME,GSW,104,W,10,94,POR
2021-12-08,POR @ GSW,2022,VISITOR,POR,94,L,-10,104,GSW
2021-12-08,UTA @ MIN,2022,HOME,MIN,104,L,-32,136,UTA
2021-12-08,UTA @ MIN,2022,VISITOR,UTA,136,W,32,104,MIN
2021-12-08,WAS @ DET,2022,HOME,DET,116,L,-3,119,WAS
2021-12-08,WAS @ DET,2022,VISITOR,WAS,119,W,3,116,DET
2021-12-09,DEN @ SAS,2022,HOME,SAS,123,W,12,111,DEN
2021-12-09,DEN @ SAS,2022,VISITOR,DEN,111,L,-12,123,SAS
2021-12-09,LAL @ MEM,2022,HOME,MEM,108,W,13,95,LAL
2021-12-09,LAL @ MEM,2022,VISITOR,LAL,95,L,-13,108,MEM
2021-12-09,UTA @ PHI,2022,HOME,PHI,96,L,-22,118,UTA
2021-12-09,UTA @ PHI,2022,VISITOR,UTA,118,W,22,96,PHI
2021-12-10,BKN @ ATL,2022,HOME,ATL,105,L,-8,113,BKN
2021-12-10,BKN @ ATL,2022,VISITOR,BKN,113,W,8,105,ATL
2021-12-10,BOS @ PHO,2022,HOME,PHO,111,W,21,90,BOS
2021-12-10,BOS @ PHO,2022,VISITOR,BOS,90,L,-21,111,PHO
2021-12-10,CLE @ MIN,2022,HOME,MIN,106,L,-17,123,CLE
2021-12-10,CLE @ MIN,2022,VISITOR,CLE,123,W,17,106,MIN
2021-12-10,DAL @ IND,2022,HOME,IND,106,W,13,93,DAL
2021-12-10,DAL @ IND,2022,VISITOR,DAL,93,L,-13,106,IND
2021-12-10,DET @ NOP,2022,HOME,NOP,109,W,16,93,DET
2021-12-10,DET @ NOP,2022,VISITOR,DET,93,L,-16,109,NOP
2021-12-10,LAL @ OKC,2022,HOME,OKC,95,L,-21,116,LAL
2021-12-10,LAL @ OKC,2022,VISITOR,LAL,116,W,21,95,OKC
2021-12-10,MIL @ HOU,2022,HOME,HOU,114,L,-9,123,MIL
2021-12-10,MIL @ HOU,2022,VISITOR,MIL,123,W,9,114,HOU
2021-12-10,NYK @ TOR,2022,HOME,TOR,90,W,3,87,NYK
2021-12-10,NYK @ TOR,2022,VISITOR,NYK,87,L,-3,90,TOR
2021-12-10,SAC @ CHA,2022,HOME,CHA,124,W,1,123,SAC
2021-12-10,SAC @ CHA,2022,VISITOR,SAC,123,L,-1,124,CHA
2021-12-11,CHI @ MIA,2022,HOME,MIA,118,W,26,92,CHI
2021-12-11,CHI @ MIA,2022,VISITOR,CHI,92,L,-26,118,MIA
2021-12-11,DEN @ SAS,2022,HOME,SAS,112,L,-15,127,DEN
2021-12-11,DEN @ SAS,2022,VISITOR,DEN,127,W,15,112,SAS
2021-12-11,GSW @ PHI,2022,HOME,PHI,102,W,9,93,GSW
2021-12-11,GSW @ PHI,2022,VISITOR,GSW,93,L,-9,102,PHI
2021-12-11,HOU @ MEM,2022,HOME,MEM,113,W,7,106,HOU
2021-12-11,HOU @ MEM,2022,VISITOR,HOU,106,L,-7,113,MEM
2021-12-11,ORL @ LAC,2022,HOME,LAC,106,W,2,104,ORL
2021-12-11,ORL @ LAC,2022,VISITOR,ORL,104,L,-2,106,LAC
2021-12-11,SAC @ CLE,2022,HOME,CLE,117,W,14,103,SAC
2021-12-11,SAC @ CLE,2022,VISITOR,SAC,103,L,-14,117,CLE
2021-12-11,UTA @ WAS,2022,HOME,WAS,98,L,-25,123,UTA
2021-12-11,UTA @ WAS,2022,VISITOR,UTA,123,W,25,98,WAS
2021-12-12,BKN @ DET,2022,HOME,DET,104,L,-12,116,BKN
2021-12-12,BKN @ DET,2022,VISITOR,BKN,116,W,12,104,DET
2021-12-12,DAL @ OKC,2022,HOME,OKC,84,L,-19,103,DAL
2021-12-12,DAL @ OKC,2022,VISITOR,DAL,103,W,19,84,OKC
2021-12-12,MIL @ NYK,2022,HOME,NYK,97,L,-15,112,MIL
2021-12-12,MIL @ NYK,2022,VISITOR,MIL,112,W,15,97,NYK
2021-12-12,MIN @ POR,2022,HOME,POR,111,L,-5,116,MIN
2021-12-12,MIN @ POR,2022,VISITOR,MIN,116,W,5,111,POR
2021-12-12,NOP @ SAS,2022,HOME,SAS,112,W,15,97,NOP
2021-12-12,NOP @ SAS,2022,VISITOR,NOP,97,L,-15,112,SAS
2021-12-12,ORL @ LAL,2022,HOME,LAL,106,W,12,94,ORL
2021-12-12,ORL @ LAL,2022,VISITOR,ORL,94,L,-12,106,LAL
2021-12-13,CHA @ DAL,2022,HOME,DAL,120,W,24,96,CHA
2021-12-13,CHA @ DAL,2022,VISITOR,CHA,96,L,-24,120,DAL
2021-12-13,GSW @ IND,2022,HOME,IND,100,L,-2,102,GSW
2021-12-13,GSW @ IND,2022,VISITOR,GSW,102,W,2,100,IND
2021-12-13,HOU @ ATL,2022,HOME,ATL,126,L,-6,132,HOU
2021-12-13,HOU @ ATL,2022,VISITOR,HOU,132,W,6,126,ATL
2021-12-13,MIA @ CLE,2022,HOME,CLE,105,W,11,94,MIA
2021-12-13,MIA @ CLE,2022,VISITOR,MIA,94,L,-11,105,CLE
2021-12-13,MIL @ BOS,2022,HOME,BOS,117,W,14,103,MIL
2021-12-13,MIL @ BOS,2022,VISITOR,MIL,103,L,-14,117,BOS
2021-12-13,PHI @ MEM,2022,HOME,MEM,126,W,35,91,PHI
2021-12-13,PHI @ MEM,2022,VISITOR,PHI,91,L,-35,126,MEM
2021-12-13,PHO @ LAC,2022,HOME,LAC,111,W,16,95,PHO
2021-12-13,PHO @ LAC,2022,VISITOR,PHO,95,L,-16,111,LAC
2021-12-13,SAC @ TOR,2022,HOME,TOR,124,W,23,101,SAC
2021-12-13,SAC @ TOR,2022,VISITOR,SAC,101,L,-23,124,TOR
2021-12-13,WAS @ DEN,2022,HOME,DEN,113,W,6,107,WAS
2021-12-13,WAS @ DEN,2022,VISITOR,WAS,107,L,-6,113,DEN
2021-12-14,GSW @ NYK,2022,HOME,NYK,96,L,-9,105,GSW
2021-12-14,GSW @ NYK,2022,VISITOR,GSW,105,W,9,96,NYK
2021-12-14,PHO @ POR,2022,HOME,POR,107,L,-4,111,PHO
2021-12-14,PHO @ POR,2022,VISITOR,PHO,111,W,4,107,POR
2021-12-14,TOR @ BKN,2022,HOME,BKN,131,W,2,129,TOR
2021-12-14,TOR @ BKN,2022,VISITOR,TOR,129,L,-2,131,BKN
2021-12-15,ATL @ ORL,2022,HOME,ORL,99,L,-12,111,ATL
2021-12-15,ATL @ ORL,2022,VISITOR,ATL,111,W,12,99,ORL
2021-12-15,CHA @ SAS,2022,HOME,SAS,115,L,-16,131,CHA
2021-12-15,CHA @ SAS,2022,VISITOR,CHA,131,W,16,115,SAS
2021-12-15,HOU @ CLE,2022,HOME,CLE,124,W,35,89,HOU
2021-12-15,HOU @ CLE,2022,VISITOR,HOU,89,L,-35,124,CLE
2021-12-15,IND @ MIL,2022,HOME,MIL,114,W,15,99,IND
2021-12-15,IND @ MIL,2022,VISITOR,IND,99,L,-15,114,MIL
2021-12-15,LAC @ UTA,2022,HOME,UTA,124,W,21,103,LAC
2021-12-15,LAC @ UTA,2022,VISITOR,LAC,103,L,-21,124,UTA
2021-12-15,LAL @ DAL,2022,HOME,DAL,104,L,-3,107,LAL
2021-12-15,LAL @ DAL,2022,VISITOR,LAL,107,W,3,104,DAL
2021-12-15,MEM @ POR,2022,HOME,POR,103,L,-10,113,MEM
2021-12-15,MEM @ POR,2022,VISITOR,MEM,113,W,10,103,POR
2021-12-15,MIA @ PHI,2022,HOME,PHI,96,L,-5,101,MIA
2021-12-15,MIA @ PHI,2022,VISITOR,MIA,101,W,5,96,PHI
2021-12-15,MIN @ DEN,2022,HOME,DEN,107,L,-17,124,MIN
2021-12-15,MIN @ DEN,2022,VISITOR,MIN,124,W,17,107,DEN
2021-12-15,NOP @ OKC,2022,HOME,OKC,110,L,-3,113,NOP
2021-12-15,NOP @ OKC,2022,VISITOR,NOP,113,W,3,110,OKC
2021-12-15,WAS @ SAC,2022,HOME,SAC,119,W,14,105,WAS
2021-12-15,WAS @ SAC,2022,VISITOR,WAS,105,L,-14,119,SAC
2021-12-16,DET @ IND,2022,HOME,IND,122,W,9,113,DET
2021-12-16,DET @ IND,2022,VISITOR,DET,113,L,-9,122,IND
2021-12-16,NYK @ HOU,2022,HOME,HOU,103,L,-13,116,NYK
2021-12-16,NYK @ HOU,2022,VISITOR,NYK,116,W,13,103,HOU
2021-12-16,PHI @ BKN,2022,HOME,BKN,114,W,9,105,PHI
2021-12-16,PHI @ BKN,2022,VISITOR,PHI,105,L,-9,114,BKN
2021-12-16,WAS @ PHO,2022,HOME,PHO,118,W,20,98,WAS
2021-12-16,WAS @ PHO,2022,VISITOR,WAS,98,L,-20,118,PHO
2021-12-17,CHA @ POR,2022,HOME,POR,125,W,9,116,CHA
2021-12-17,CHA @ POR,2022,VISITOR,CHA,116,L,-9,125,POR
2021-12-17,DEN @ ATL,2022,HOME,ATL,115,L,-18,133,DEN
2021-12-17,DEN @ ATL,2022,VISITOR,DEN,133,W,18,115,ATL
2021-12-17,GSW @ BOS,2022,HOME,BOS,107,L,-4,111,GSW
2021-12-17,GSW @ BOS,2022,VISITOR,GSW,111,W,4,107,BOS
2021-12-17,LAL @ MIN,2022,HOME,MIN,110,W,18,92,LAL
2021-12-17,LAL @ MIN,2022,VISITOR,LAL,92,L,-18,110,MIN
2021-12-17,MEM @ SAC,2022,HOME,SAC,105,L,-19,124,MEM
2021-12-17,MEM @ SAC,2022,VISITOR,MEM,124,W,19,105,SAC
2021-12-17,MIA @ ORL,2022,HOME,ORL,105,L,-10,115,MIA
2021-12-17,MIA @ ORL,2022,VISITOR,MIA,115,W,10,105,ORL
2021-12-17,MIL @ NOP,2022,HOME,NOP,116,W,4,112,MIL
2021-12-17,MIL @ NOP,2022,VISITOR,MIL,112,L,-4,116,NOP
2021-12-17,SAS @ UTA,2022,HOME,UTA,126,L,-2,128,SAS
2021-12-17,SAS @ UTA,2022,VISITOR,SAS,128,W,2,126,UTA
2021-12-18,CLE @ MIL,2022,HOME,MIL,90,L,-29,119,CLE
2021-12-18,CLE @ MIL,2022,VISITOR,CLE,119,W,29,90,MIL
2021-12-18,GSW @ TOR,2022,HOME,TOR,119,W,19,100,GSW
2021-12-18,GSW @ TOR,2022,VISITOR,GSW,100,L,-19,119,TOR
2021-12-18,HOU @ DET,2022,HOME,DET,107,L,-9,116,HOU
2021-12-18,HOU @ DET,2022,VISITOR,HOU,116,W,9,107,DET
2021-12-18,LAC @ OKC,2022,HOME,OKC,104,W,1,103,LAC
2021-12-18,LAC @ OKC,2022,VISITOR,LAC,103,L,-1,104,OKC
2021-12-18,NYK @ BOS,2022,HOME,BOS,114,W,7,107,NYK
2021-12-18,NYK @ BOS,2022,VISITOR,NYK,107,L,-7,114,BOS
2021-12-18,ORL @ BKN,2022,HOME,BKN,93,L,-7,100,ORL
2021-12-18,ORL @ BKN,2022,VISITOR,ORL,100,W,7,93,BKN
2021-12-18,WAS @ UTA,2022,HOME,UTA,103,L,-6,109,WAS
2021-12-18,WAS @ UTA,2022,VISITOR,WAS,109,W,6,103,UTA
2021-12-19,CHA @ PHO,2022,HOME,PHO,137,W,31,106,CHA
2021-12-19,CHA @ PHO,2022,VISITOR,CHA,106,L,-31,137,PHO
2021-12-19,DAL @ MIN,2022,HOME,MIN,111,W,6,105,DAL
2021-12-19,DAL @ MIN,2022,VISITOR,DAL,105,L,-6,111,MIN
2021-12-19,LAL @ CHI,2022,HOME,CHI,115,W,5,110,LAL
2021-12-19,LAL @ CHI,2022,VISITOR,LAL,110,L,-5,115,CHI
2021-12-19,MIA @ DET,2022,HOME,DET,100,W,10,90,MIA
2021-12-19,MIA @ DET,2022,VISITOR,MIA,90,L,-10,100,DET
2021-12-19,POR @ MEM,2022,HOME,MEM,100,L,-5,105,POR
2021-12-19,POR @ MEM,2022,VISITOR,POR,105,W,5,100,MEM
2021-12-19,SAS @ SAC,2022,HOME,SAC,121,W,7,114,SAS
2021-12-19,SAS @ SAC,2022,VISITOR,SAS,114,L,-7,121,SAC
2021-12-20,CHA @ UTA,2022,HOME,UTA,112,W,10,102,CHA
2021-12-20,CHA @ UTA,2022,VISITOR,CHA,102,L,-10,112,UTA
2021-12-20,HOU @ CHI,2022,HOME,CHI,133,W,15,118,HOU
2021-12-20,HOU @ CHI,2022,VISITOR,HOU,118,L,-15,133,CHI
2021-12-20,OKC @ MEM,2022,HOME,MEM,99,L,-3,102,OKC
2021-12-20,OKC @ MEM,2022,VISITOR,OKC,102,W,3,99,MEM
2021-12-20,PHI @ BOS,2022,HOME,BOS,103,L,-5,108,PHI
2021-12-20,PHI @ BOS,2022,VISITOR,PHI,108,W,5,103,BOS
2021-12-20,SAC @ GSW,2022,HOME,GSW,113,W,15,98,SAC
2021-12-20,SAC @ GSW,2022,VISITOR,SAC,98,L,-15,113,GSW
2021-12-20,SAS @ LAC,2022,HOME,LAC,92,L,-24,116,SAS
2021-12-20,SAS @ LAC,2022,VISITOR,SAS,116,W,24,92,LAC
2021-12-21,DET @ NYK,2022,HOME,NYK,105,W,14,91,DET
2021-12-21,DET @ NYK,2022,VISITOR,DET,91,L,-14,105,NYK
2021-12-21,IND @ MIA,2022,HOME,MIA,125,W,29,96,IND
2021-12-21,IND @ MIA,2022,VISITOR,IND,96,L,-29,125,MIA
2021-12-21,MIN @ DAL,2022,HOME,DAL,114,W,12,102,MIN
2021-12-21,MIN @ DAL,2022,VISITOR,MIN,102,L,-12,114,DAL
2021-12-21,PHO @ LAL,2022,HOME,LAL,90,L,-18,108,PHO
2021-12-21,PHO @ LAL,2022,VISITOR,PHO,108,W,18,90,LAL
2021-12-21,POR @ NOP,2022,HOME,NOP,111,W,14,97,POR
2021-12-21,POR @ NOP,2022,VISITOR,POR,97,L,-14,111,NOP
2021-12-22,CLE @ BOS,2022,HOME,BOS,111,W,10,101,CLE
2021-12-22,CLE @ BOS,2022,VISITOR,CLE,101,L,-10,111,BOS
2021-12-22,DEN @ OKC,2022,HOME,OKC,108,W,14,94,DEN
2021-12-22,DEN @ OKC,2022,VISITOR,DEN,94,L,-14,108,OKC
2021-12-22,HOU @ MIL,2022,HOME,MIL,126,W,20,106,HOU
2021-12-22,HOU @ MIL,2022,VISITOR,HOU,106,L,-20,126,MIL
2021-12-22,LAC @ SAC,2022,HOME,SAC,89,L,-16,105,LAC
2021-12-22,LAC @ SAC,2022,VISITOR,LAC,105,W,16,89,SAC
2021-12-22,ORL @ ATL,2022,HOME,ATL,98,L,-6,104,ORL
2021-12-22,ORL @ ATL,2022,VISITOR,ORL,104,W,6,98,ATL
2021-12-23,ATL @ PHI,2022,HOME,PHI,96,L,-2,98,ATL
2021-12-23,ATL @ PHI,2022,VISITOR,ATL,98,W,2,96,PHI
2021-12-23,CHA @ DEN,2022,HOME,DEN,107,L,-8,115,CHA
2021-12-23,CHA @ DEN,2022,VISITOR,CHA,115,W,8,107,DEN
2021-12-23,DET @ MIA,2022,HOME,MIA,115,W,3,112,DET
2021-12-23,DET @ MIA,2022,VISITOR,DET,112,L,-3,115,MIA
2021-12-23,HOU @ IND,2022,HOME,IND,118,W,12,106,HOU
2021-12-23,HOU @ IND,2022,VISITOR,HOU,106,L,-12,118,IND
2021-12-23,MEM @ GSW,2022,HOME,GSW,113,W,9,104,MEM
2021-12-23,MEM @ GSW,2022,VISITOR,MEM,104,L,-9,113,GSW
2021-12-23,MIL @ DAL,2022,HOME,DAL,95,L,-7,102,MIL
2021-12-23,MIL @ DAL,2022,VISITOR,MIL,102,W,7,95,DAL
2021-12-23,MIN @ UTA,2022,HOME,UTA,128,W,12,116,MIN
2021-12-23,MIN @ UTA,2022,VISITOR,MIN,116,L,-12,128,UTA
2021-12-23,NOP @ ORL,2022,HOME,ORL,104,L,-6,110,NOP
2021-12-23,NOP @ ORL,2022,VISITOR,NOP,110,W,6,104,ORL
2021-12-23,OKC @ PHO,2022,HOME,PHO,113,W,12,101,OKC
2021-12-23,OKC @ PHO,2022,VISITOR,OKC,101,L,-12,113,PHO
2021-12-23,SAS @ LAL,2022,HOME,LAL,110,L,-28,138,SAS
2021-12-23,SAS @ LAL,2022,VISITOR,SAS,138,W,28,110,LAL
2021-12-23,WAS @ NYK,2022,HOME,NYK,117,L,-7,124,WAS
2021-12-23,WAS @ NYK,2022,VISITOR,WAS,124,W,7,117,NYK
2021-12-25,ATL @ NYK,2022,HOME,NYK,101,W,14,87,ATL
2021-12-25,ATL @ NYK,2022,VISITOR,ATL,87,L,-14,101,NYK
2021-12-25,BKN @ LAL,2022,HOME,LAL,115,L,-7,122,BKN
2021-12-25,BKN @ LAL,2022,VISITOR,BKN,122,W,7,115,LAL
2021-12-25,BOS @ MIL,2022,HOME,MIL,117,W,4,113,BOS
2021-12-25,BOS @ MIL,2022,VISITOR,BOS,113,L,-4,117,MIL
2021-12-25,DAL @ UTA,2022,HOME,UTA,120,W,4,116,DAL
2021-12-25,DAL @ UTA,2022,VISITOR,DAL,116,L,-4,120,UTA
2021-12-25,GSW @ PHO,2022,HOME,PHO,107,L,-9,116,GSW
2021-12-25,GSW @ PHO,2022,VISITOR,GSW,116,W,9,107,PHO
2021-12-26,DEN @ LAC,2022,HOME,LAC,100,L,-3,103,DEN
2021-12-26,DEN @ LAC,2022,VISITOR,DEN,103,W,3,100,LAC
2021-12-26,DET @ SAS,2022,HOME,SAS,144,W,35,109,DET
2021-12-26,DET @ SAS,2022,VISITOR,DET,109,L,-35,144,SAS
2021-12-26,IND @ CHI,2022,HOME,CHI,113,W,8,105,IND
2021-12-26,IND @ CHI,2022,VISITOR,IND,105,L,-8,113,CHI
2021-12-26,MEM @ SAC,2022,HOME,SAC,102,L,-25,127,MEM
2021-12-26,MEM @ SAC,2022,VISITOR,MEM,127,W,25,102,SAC
2021-12-26,NOP @ OKC,2022,HOME,OKC,117,W,5,112,NOP
2021-12-26,NOP @ OKC,2022,VISITOR,NOP,112,L,-5,117,OKC
2021-12-26,ORL @ MIA,2022,HOME,MIA,93,W,10,83,ORL
2021-12-26,ORL @ MIA,2022,VISITOR,ORL,83,L,-10,93,MIA
2021-12-26,PHI @ WAS,2022,HOME,WAS,96,L,-21,117,PHI
2021-12-26,PHI @ WAS,2022,VISITOR,PHI,117,W,21,96,WAS
2021-12-26,TOR @ CLE,2022,HOME,CLE,144,W,45,99,TOR
2021-12-26,TOR @ CLE,2022,VISITOR,TOR,99,L,-45,144,CLE
2021-12-27,BKN @ LAC,2022,HOME,LAC,108,L,-16,124,BKN
2021-12-27,BKN @ LAC,2022,VISITOR,BKN,124,W,16,108,LAC
2021-12-27,BOS @ MIN,2022,HOME,MIN,108,W,5,103,BOS
2021-12-27,BOS @ MIN,2022,VISITOR,BOS,103,L,-5,108,MIN
2021-12-27,CHI @ ATL,2022,HOME,ATL,118,L,-12,130,CHI
2021-12-27,CHI @ ATL,2022,VISITOR,CHI,130,W,12,118,ATL
2021-12-27,DAL @ POR,2022,HOME,POR,117,L,-15,132,DAL
2021-12-27,DAL @ POR,2022,VISITOR,DAL,132,W,15,117,POR
2021-12-27,HOU @ CHA,2022,HOME,CHA,123,W,24,99,HOU
2021-12-27,HOU @ CHA,2022,VISITOR,HOU,99,L,-24,123,CHA
2021-12-27,MEM @ PHO,2022,HOME,PHO,113,L,-1,114,MEM
2021-12-27,MEM @ PHO,2022,VISITOR,MEM,114,W,1,113,PHO
2021-12-27,UTA @ SAS,2022,HOME,SAS,104,L,-6,110,UTA
2021-12-27,UTA @ SAS,2022,VISITOR,UTA,110,W,6,104,SAS
2021-12-28,CLE @ NOP,2022,HOME,NOP,108,W,4,104,CLE
2021-12-28,CLE @ NOP,2022,VISITOR,CLE,104,L,-4,108,NOP
2021-12-28,DEN @ GSW,2022,HOME,GSW,86,L,-3,89,DEN
2021-12-28,DEN @ GSW,2022,VISITOR,DEN,89,W,3,86,GSW
2021-12-28,LAL @ HOU,2022,HOME,HOU,123,L,-9,132,LAL
2021-12-28,LAL @ HOU,2022,VISITOR,LAL,132,W,9,123,HOU
2021-12-28,MIL @ ORL,2022,HOME,ORL,110,L,-17,127,MIL
2021-12-28,MIL @ ORL,2022,VISITOR,MIL,127,W,17,110,ORL
2021-12-28,NYK @ MIN,2022,HOME,MIN,88,L,-8,96,NYK
2021-12-28,NYK @ MIN,2022,VISITOR,NYK,96,W,8,88,MIN
2021-12-28,OKC @ SAC,2022,HOME,SAC,117,W,6,111,OKC
2021-12-28,OKC @ SAC,2022,VISITOR,OKC,111,L,-6,117,SAC
2021-12-28,PHI @ TOR,2022,HOME,TOR,109,L,-5,114,PHI
2021-12-28,PHI @ TOR,2022,VISITOR,PHI,114,W,5,109,TOR
2021-12-28,WAS @ MIA,2022,HOME,MIA,119,W,7,112,WAS
2021-12-28,WAS @ MIA,2022,VISITOR,WAS,112,L,-7,119,MIA
2021-12-29,ATL @ CHI,2022,HOME,CHI,131,W,14,117,ATL
2021-12-29,ATL @ CHI,2022,VISITOR,ATL,117,L,-14,131,CHI
2021-12-29,CHA @ IND,2022,HOME,IND,108,L,-8,116,CHA
2021-12-29,CHA @ IND,2022,VISITOR,CHA,116,W,8,108,IND
2021-12-29,DAL @ SAC,2022,HOME,SAC,95,W,1,94,DAL
2021-12-29,DAL @ SAC,2022,VISITOR,DAL,94,L,-1,95,SAC
2021-12-29,LAC @ BOS,2022,HOME,BOS,82,L,-9,91,LAC
2021-12-29,LAC @ BOS,2022,VISITOR,LAC,91,W,9,82,BOS
2021-12-29,LAL @ MEM,2022,HOME,MEM,104,W,5,99,LAL
2021-12-29,LAL @ MEM,2022,VISITOR,LAL,99,L,-5,104,MEM
2021-12-29,NYK @ DET,2022,HOME,DET,85,L,-9,94,NYK
2021-12-29,NYK @ DET,2022,VISITOR,NYK,94,W,9,85,DET
2021-12-29,OKC @ PHO,2022,HOME,PHO,115,W,18,97,OKC
2021-12-29,OKC @ PHO,2022,VISITOR,OKC,97,L,-18,115,PHO
2021-12-29,UTA @ POR,2022,HOME,POR,105,L,-15,120,UTA
2021-12-29,UTA @ POR,2022,VISITOR,UTA,120,W,15,105,POR
2021-12-30,CLE @ WAS,2022,HOME,WAS,110,W,17,93,CLE
2021-12-30,CLE @ WAS,2022,VISITOR,CLE,93,L,-17,110,WAS
2021-12-30,MIL @ ORL,2022,HOME,ORL,118,L,-18,136,MIL
2021-12-30,MIL @ ORL,2022,VISITOR,MIL,136,W,18,118,ORL
2021-12-30,PHI @ BKN,2022,HOME,BKN,102,L,-8,110,PHI
2021-12-30,PHI @ BKN,2022,VISITOR,PHI,110,W,8,102,BKN
2021-12-31,ATL @ CLE,2022,HOME,CLE,118,L,-3,121,ATL
2021-12-31,ATL @ CLE,2022,VISITOR,ATL,121,W,3,118,CLE
2021-12-31,CHI @ IND,2022,HOME,IND,106,L,-2,108,CHI
2021-12-31,CHI @ IND,2022,VISITOR,CHI,108,W,2,106,IND
2021-12-31,DAL @ SAC,2022,HOME,SAC,96,L,-16,112,DAL
